Term	Gene
Neurons	GDF5
Neurons	GFRA2
Neurons	GFRA4
Neurons	GIPC2
Neurons	GJD2
Neurons	GLRA2
Neurons	GLRA3
Neurons	GLRB
Neurons	GLS2
Neurons	GM10048
Neurons	GM10419
Neurons	GM11549
Neurons	GM12063
Neurons	GM12371
Neurons	GM12709
Neurons	GM14204
Neurons	GM15381
Neurons	GM15881
Neurons	GM16011
Neurons	GM16105
Neurons	GM16111
Neurons	GM16485
Neurons	GM16701
Neurons	GM18294
Neurons	GM19932
Neurons	GM24598
Neurons	GM24966
Neurons	GM26580
Neurons	GM26658
Neurons	GM26871
Neurons	GM26901
Neurons	GM27000
Neurons	GM27199
Neurons	GM2990
Neurons	GM32444
Neurons	GM3510
Neurons	GM37138
Neurons	GM37633
Neurons	GM37777
Neurons	GM37814
Neurons	GM37834
Neurons	GM38020
Neurons	GM38202
Neurons	GM38243
Neurons	GM38299
Neurons	GM38393
Neurons	GM4211
Neurons	GM5607
Neurons	GM9866
Neurons	GM9899
Neurons	GNAI1
Neurons	GNAL
Neurons	GNAZ
Neurons	GNG2
Neurons	GNG3
Neurons	GNG4
Neurons	GNL3L
Neurons	GOLGA7B
Neurons	GOT1
Neurons	GPM6A
Neurons	GPR12
Neurons	GPR135
Neurons	GPR151
Neurons	GPR158
Neurons	GPR176
Neurons	GPR22
Neurons	GPR26
Neurons	GPR61
Neurons	GPR83
Neurons	GPR88
Neurons	GPRASP1
Neurons	GPRASP2
Neurons	GPRIN1
Neurons	GPRIN3
Neurons	GREM2
Neurons	GRIA1
Neurons	GRIA2
Neurons	GRIA3
Neurons	GRIA4
Neurons	GRIK1
Neurons	GRIK2
Neurons	GRIN1
Neurons	GRIN2A
Neurons	GRIN2B
Neurons	GRIN2D
Neurons	GRIN3A
Neurons	GRIP1
Neurons	GRIP2
Neurons	GRM1
Neurons	GRM2
Neurons	GRM5
Neurons	GRM7
Neurons	GRM8
Neurons	GRPR
Neurons	GSPT2
Neurons	GUCY1A2
Neurons	H2-M5
Neurons	HAP1
Neurons	HAPLN1
Neurons	HCN1
Neurons	HCN3
Neurons	HCN4
Neurons	HCRTR2
Neurons	HDAC11
Neurons	HDGFRP3
Neurons	HECTD4
Neurons	HECW1
Neurons	HERC3
Neurons	HFM1
Neurons	HMCN2
Neurons	HOMER1
Neurons	HOMER2
Neurons	HOOK1
Neurons	HPCA
Neurons	HPCAL4
Neurons	HRK
Neurons	HS3ST4
Neurons	HS3ST5
Neurons	HS6ST2
Neurons	HS6ST3
Neurons	HSPA12A
Neurons	HTR1B
Neurons	HTR1D
Neurons	HTR1F
Neurons	HTR2C
Neurons	HTR3A
Neurons	HTR3B
Neurons	HTR7
Neurons	ICA1L
Neurons	IGF1
Neurons	IGFBPL1
Neurons	IGSF3
Neurons	IGSF9
Neurons	IL1RAPL2
Neurons	IMPACT
Neurons	INA
Neurons	INHA
Neurons	INPP5F
Neurons	INSM2
Neurons	INSRR
Neurons	IPCEF1
Neurons	IQSEC3
Neurons	IRS4
Neurons	ISL1
Neurons	ISLR2
Neurons	ITGBL1
Neurons	JAKMIP1
Neurons	JAKMIP2
Neurons	JAKMIP3
Neurons	JAZF1
Neurons	JPH3
Neurons	JPH4
Neurons	KANTR
Neurons	KCNA4
Neurons	KCNAB1
Neurons	KCNAB2
Neurons	KCNAB3
Neurons	KCNB2
Neurons	KCNC1
Neurons	KCNC2
Neurons	KCND2
Neurons	KCND3
Neurons	KCNF1
Neurons	KCNH1
Neurons	KCNH7
Neurons	KCNIP1
Neurons	KCNIP2
Neurons	KCNIP4
Neurons	KCNJ11
Neurons	KCNJ3
Neurons	KCNJ5
Neurons	KCNJ9
Neurons	KCNK9
Neurons	KCNMA1
Neurons	KCNMB2
Neurons	KCNQ2
Neurons	KCNQ3
Neurons	KCNQ5
Neurons	KCNS2
Neurons	KCNT1
Neurons	KCNT2
Neurons	KCNV1
Neurons	KCTD16
Neurons	KCTD8
Neurons	KHDRBS3
Neurons	KIAA0319
Neurons	KIAA0513
Neurons	KIAA1024L
Neurons	KIAA1211
Neurons	KIAA1217
Neurons	KIAA1324
Neurons	KIAA1549L
Neurons	KIF17
Neurons	KIF1A
Neurons	KIF21A
Neurons	KIF26B
Neurons	KIF5A
Neurons	KIF5C
Neurons	KIFAP3
Neurons	KIFC2
Neurons	KIT
Neurons	KLC1
Neurons	KLHDC2
Neurons	KLHDC8A
Neurons	KLHL1
Neurons	KLHL29
Neurons	KRT12
Neurons	KRT222
Neurons	KSR2
Neurons	L1CAM
Neurons	L3MBTL1
Neurons	LAMP5
Neurons	LANCL1
Neurons	LANCL2
Neurons	LANCL3
Neurons	LGI1
Neurons	LGI2
Neurons	LHFPL4
Neurons	LHFPL5
Neurons	LHX1
Neurons	LHX1OS
Neurons	LHX5
Neurons	LHX6
Neurons	LHX8
Neurons	LHX9
Neurons	LIN28B
Neurons	LIN7A
Neurons	LIN7B
Neurons	LINGO1
Neurons	LINGO2
Neurons	LMO3
Neurons	LMTK2
Neurons	LONRF2
Neurons	LPGAT1
Neurons	LPPR1
Neurons	LPPR3
Neurons	LPPR4
Neurons	LRFN5
Neurons	LRP11
Neurons	LRP8OS3
Neurons	LRRC26
Neurons	LRRC3B
Neurons	LRRC4C
Neurons	LRRC6
Neurons	LRRC7
Neurons	LRRTM1
Neurons	LRTM1
Neurons	LY6H
Neurons	LYPD6B
Neurons	LYRM9
Neurons	LYSMD4
Neurons	MAB21L1
Neurons	MADD
Neurons	MAGEE1
Neurons	MAGEE2
Neurons	MAGEL2
Neurons	MAL2
Neurons	MANEAL
Neurons	MAP1B
Neurons	MAP2
Neurons	MAP2K4
Neurons	MAP3K9
Neurons	MAP6
Neurons	MAP7D2
Neurons	MAP9
Neurons	MAPK10
Neurons	MAPK8
Neurons	MAPK8IP2
Neurons	MAPT
Neurons	MARCH4
Neurons	MAS1
Neurons	MAST1
Neurons	MCHR1
Neurons	MCTP1
Neurons	MDH1
Neurons	MEG3
Neurons	MEGF9
Neurons	MEI4
Neurons	MET
Neurons	MFSD6
Neurons	MGAT4C
Neurons	MGAT5B
Neurons	MIAT
Neurons	MICU3
Neurons	MID2
Neurons	MIR124-2HG
Neurons	MIR344G
Neurons	MIRG
Neurons	MLIP
Neurons	MLLT11
Neurons	MME
Neurons	MMP16
Neurons	MMP24
Neurons	MN1
Neurons	MPPED1
Neurons	MRAP2
Neurons	MSANTD1
Neurons	MTMR7
Neurons	MTURN
Neurons	MTUS2
Neurons	MYH4
Neurons	MYH8
Neurons	MYL1
Neurons	MYO5A
Neurons	MYO5B
Neurons	MYT1L
Neurons	N28178
Neurons	NALCN
Neurons	NANOS1
Neurons	NAP1L2
Neurons	NAP1L3
Neurons	NAP1L5
Neurons	NAPB
Neurons	NAPG
Neurons	NBEA
Neurons	NCDN
Neurons	NCOA7
Neurons	NDFIP1
Neurons	NDN
Neurons	NDNF
Neurons	NDRG3
Neurons	NDRG4
Neurons	NDST3
Neurons	NDST4
Neurons	NECAB1
Neurons	NECAP1
Neurons	NEFL
Neurons	NEFM
Neurons	NEGR1
Neurons	NELL1
Neurons	NELL2
Neurons	NETO1
Neurons	NETO2
Neurons	NEUROD1
Neurons	NEUROD2
Neurons	NEUROD6
Neurons	NGF
Neurons	NHLH1
Neurons	NHLH2
Neurons	NHS
Neurons	NIPSNAP1
Neurons	NKAIN3
Neurons	NKRF
Neurons	NKX2-1
Neurons	NME1
Neurons	NMNAT2
Neurons	NNMT
Neurons	NOL4
Neurons	NOS1
Neurons	NOV
Neurons	NPAS1
Neurons	NPAS4
Neurons	NPPC
Neurons	NPTX1
Neurons	NPTXR
Neurons	NPY
Neurons	NPY1R
Neurons	NPY2R
Neurons	NR2F2
Neurons	NREP
Neurons	NRG3
Neurons	NRG3OS
Neurons	NRGN
Neurons	NRIP3
Neurons	NRN1
Neurons	NRSN1
Neurons	NRSN2
Neurons	NRXN1
Neurons	NRXN3
Neurons	NSF
Neurons	NSG1
Neurons	NSG2
Neurons	NTN5
Neurons	NTRK1
Neurons	NTRK3
Neurons	NUMBL
Neurons	NWD2
Neurons	NXPH1
Neurons	NXPH2
Neurons	NXPH3
Neurons	NXPH4
Neurons	NYAP1
Neurons	NYAP2
Neurons	OCIAD2
Neurons	OLFM1
Neurons	OLFM2
Neurons	OLFM3
Neurons	OPCML
Neurons	OPRL1
Neurons	OPRM1
Neurons	OSBP2
Neurons	OSBPL3
Neurons	OXTR
Neurons	P2RX5
Neurons	PACSIN1
Neurons	PAK3
Neurons	PAK5
Neurons	PAK6
Neurons	PALM2
Neurons	PALM3
Neurons	PANCT2
Neurons	PAQR9
Neurons	PARM1
Neurons	PCBP3
Neurons	PCDH18
Neurons	PCDH20
Neurons	PCDH8
Neurons	PCDHA4
Neurons	PCDHA6
Neurons	PCDHAC2
Neurons	PCLO
Neurons	PCNXL2
Neurons	PCP4
Neurons	PCSK1
Neurons	PCSK2
Neurons	PDE11A
Neurons	PDE1A
Neurons	PDE4A
Neurons	PDP1
Neurons	PDZD4
Neurons	PEG3
Neurons	PELI3
Neurons	PENK
Neurons	PFKP
Neurons	PFN2
Neurons	PGBD5
Neurons	PGM2L1
Neurons	PGR
Neurons	PGRMC1
Neurons	PHYHIP
Neurons	PIK3C2G
Neurons	PITPNM3
Neurons	PJA2
Neurons	PKIA
Neurons	PKNOX2
Neurons	PLA2G4E
Neurons	PLCB1
Neurons	PLCXD2
Neurons	PLCZ1
Neurons	PLD5
Neurons	PLEK2
Neurons	PLEKHA5
Neurons	PLEKHA7
Neurons	PLXNC1
Neurons	PNCK
Neurons	PNMA2
Neurons	PNMAL1
Neurons	PNMAL2
Neurons	PNOC
Neurons	POU6F2
Neurons	PPARGC1A
Neurons	PPARGC1B
Neurons	PPFIA2
Neurons	PPFIA4
Neurons	PPM1E
Neurons	PPP2R2B
Neurons	PPP2R2C
Neurons	PPP3CA
Neurons	PPP3CB
Neurons	PPP3R1
Neurons	PREPL
Neurons	PRKAA2
Neurons	PRKAR1B
Neurons	PRKAR2B
Neurons	PRKCE
Neurons	PRLHR
Neurons	PRMT8
Neurons	PROKR2
Neurons	PRPS1
Neurons	PRRC2B
Neurons	PRRG3
Neurons	PRUNE2
Neurons	PTCHD4
Neurons	PTH2R
Neurons	PTHLH
Neurons	PTPN3
Neurons	PTPN5
Neurons	PTPRN
Neurons	PTPRN2
Neurons	PTPRT
Neurons	PYGO1
Neurons	RAB11FIP4
Neurons	RAB15
Neurons	RAB26
Neurons	RAB27B
Neurons	RAB3A
Neurons	RAB3B
Neurons	RAB3C
Neurons	RAB40B
Neurons	RAB6B
Neurons	RAB9B
Neurons	RAI2
Neurons	RALYL
Neurons	RAPGEFL1
Neurons	RASGEF1A
Neurons	RASGEF1C
Neurons	RASGRF1
Neurons	RASGRF2
Neurons	RASGRP1
Neurons	RASSF6
Neurons	RBFOX1
Neurons	RBFOX2
Neurons	RBFOX3
Neurons	RBMS3
Neurons	RBP4
Neurons	RCAN2
Neurons	REEP1
Neurons	RELN
Neurons	REM2
Neurons	REPS2
Neurons	RESP18
Neurons	RGS11
Neurons	RGS17
Neurons	RGS4
Neurons	RGS7BP
Neurons	RGS8
Neurons	RHOF
Neurons	RHOV
Neurons	RIAN
Neurons	RIMBP2
Neurons	RIMKLB
Neurons	RIMS1
Neurons	RIMS3
Neurons	RIMS4
Neurons	RIPK4
Neurons	RIT2
Neurons	RND3
Neurons	RNF11
Neurons	RNF112
Neurons	RNF14
Neurons	RNF152
Neurons	RNF157
Neurons	RNF165
Neurons	RNF208
Neurons	ROBO1
Neurons	ROBO2
Neurons	RP23-120C8.3
Neurons	RP23-140B23.1
Neurons	RP23-140B23.2
Neurons	RP23-187D22.1
Neurons	RP23-187D22.11
Neurons	RP23-187D22.4
Neurons	RP23-187D22.5
Neurons	RP23-187D22.6
Neurons	RP23-187D22.8
Neurons	RP23-187D22.9
Neurons	RP23-304A10.2
Neurons	RP23-309G12.1
Neurons	RP23-309G12.2
Neurons	RP23-309G12.3
Neurons	RP23-372N19.2
Neurons	RP23-37I24.1
Neurons	RP23-394G5.1
Neurons	RP24-158C2.4
Neurons	RP24-253A20.1
Neurons	RP24-296L6.2
Neurons	RP24-372J8.2
Neurons	RP24-481I21.3
Neurons	RP24-68G17.4
Neurons	RPH3A
Neurons	RPP25
Neurons	RPS6KL1
Neurons	RSPO2
Neurons	RSPO3
Neurons	RTN1
Neurons	RTN4R
Neurons	RUFY3
Neurons	RUNDC3B
Neurons	RUNX1T1
Neurons	RUSC1
Neurons	RXFP1
Neurons	RXFP3
Neurons	RYR2
Neurons	SAMD3
Neurons	SATB1
Neurons	SATB2
Neurons	SCAMP1
Neurons	SCG2
Neurons	SCG5
Neurons	SCGN
Neurons	SCN1A
Neurons	SCN2A
Neurons	SCN2B
Neurons	SCN3A
Neurons	SCN3B
Neurons	SCN8A
Neurons	SCN9A
Neurons	SCRN1
Neurons	SCUBE3
Neurons	SDK2
Neurons	SEL1L3
Neurons	SEMA3A
Neurons	SEMA3C
Neurons	SEMA3E
Neurons	SEMA4F
Neurons	SEMA5A
Neurons	SEPT3
Neurons	SEPT6
Neurons	SERP2
Neurons	SERPINI1
Neurons	SERTAD4
Neurons	SERTM1
Neurons	SEZ6
Neurons	SEZ6L2
Neurons	SGIP1
Neurons	SGSM1
Neurons	SGTB
Neurons	SH2D5
Neurons	SH3BGRL2
Neurons	SH3GL2
Neurons	SH3RF3
Neurons	SHANK1
Neurons	SHANK2
Neurons	SHISA6
Neurons	SHISA7
Neurons	SHISA9
Neurons	SIDT1
Neurons	SLC10A4
Neurons	SLC12A5
Neurons	SLC17A6
Neurons	SLC17A8
Neurons	SLC18A3
Neurons	SLC24A2
Neurons	SLC24A3
Neurons	SLC25A22
Neurons	SLC27A2
Neurons	SLC2A13
Neurons	SLC2A3
Neurons	SLC2A6
Neurons	SLC32A1
Neurons	SLC35F1
Neurons	SLC35F3
Neurons	SLC35F4
Neurons	SLC38A1
Neurons	SLC38A4
Neurons	SLC45A1
Neurons	SLC4A10
Neurons	SLC5A7
Neurons	SLC6A1
Neurons	SLC6A15
Neurons	SLC6A17
Neurons	SLC6A7
Neurons	SLC7A14
Neurons	SLC7A4
Neurons	SLC8A3
Neurons	SLC9A6
Neurons	SLCO4C1
Neurons	SLITRK1
Neurons	SLITRK4
Neurons	SLITRK5
Neurons	SLN
Neurons	SMARCA1
Neurons	SMIM17
Neurons	SMIM18
Neurons	SMS
Neurons	SNAP25
Neurons	SNAP47
Neurons	SNAP91
Neurons	SNCA
Neurons	SNCB
Neurons	SNHG11
Neurons	SNHG14
Neurons	SNORA60
Neurons	SNRPN
Neurons	SNTG1
Neurons	SNX16
Neurons	SOBP
Neurons	SOCS2
Neurons	SORCS3
Neurons	SOSTDC1
Neurons	SOX11
Neurons	SP8
Neurons	SP9
Neurons	SPATA2L
Neurons	SPHKAP
Neurons	SPIN1
Neurons	SPOCK1
Neurons	SPOCK3
Neurons	SPRN
Neurons	SPRYD3
Neurons	SPTBN4
Neurons	SRCIN1
Neurons	SRGAP3
Neurons	SRRM4
Neurons	SRRM4OS
Neurons	SRSF12
Neurons	SS18L1
Neurons	SST
Neurons	SSTR2
Neurons	ST8SIA2
Neurons	ST8SIA3
Neurons	ST8SIA5
Neurons	STAC
Neurons	STAC2
Neurons	STAP1
Neurons	STAU2
Neurons	STK32B
Neurons	STMN1
Neurons	STMN2
Neurons	STMN3
Neurons	STMN4
Neurons	STRBP
Neurons	STX1A
Neurons	STX1B
Neurons	STXBP1
Neurons	STXBP5L
Neurons	SULT4A1
Neurons	SV2A
Neurons	SV2B
Neurons	SV2C
Neurons	SVOP
Neurons	SYN1
Neurons	SYN2
Neurons	SYNDIG1
Neurons	SYNDIG1L
Neurons	SYNGR1
Neurons	SYNGR3
Neurons	SYNJ1
Neurons	SYNPR
Neurons	SYP
Neurons	SYT1
Neurons	SYT13
Neurons	SYT14
Neurons	SYT16
Neurons	SYT3
Neurons	SYT4
Neurons	SYT5
Neurons	SYT6
Neurons	SYT7
Neurons	TAC1
Neurons	TAC3
Neurons	TACR1
Neurons	TBC1D30
Neurons	TBR1
Neurons	TCEAL5
Neurons	TCERG1L
Neurons	TCF20
Neurons	TCHH
Neurons	TCP11
Neurons	TENM1
Neurons	TENM2
Neurons	TENM4
Neurons	TFR2
Neurons	TH
Neurons	THSD7A
Neurons	THSD7B
Neurons	THY1
Neurons	TIAM2
Neurons	TMEM130
Neurons	TMEM145
Neurons	TMEM151A
Neurons	TMEM151B
Neurons	TMEM158
Neurons	TMEM169
Neurons	TMEM178A
Neurons	TMEM178B
Neurons	TMEM179
Neurons	TMEM191B
Neurons	TMEM200A
Neurons	TMEM210
Neurons	TMEM25
Neurons	TMEM35
Neurons	TMEM59L
Neurons	TMEM63C
Neurons	TMX4
Neurons	TNFAIP8L3
Neurons	TOMM20
Neurons	TP73
Neurons	TRANK1
Neurons	TRHDE
Neurons	TRIM32
Neurons	TRIM46
Neurons	TRIM66
Neurons	TRIM67
Neurons	TRO
Neurons	TRPC4
Neurons	TRPC5
Neurons	TRPV1
Neurons	TSPYL1
Neurons	TSPYL4
Neurons	TSPYL5
Neurons	TTC3
Neurons	TTC9B
Neurons	TUB
Neurons	TUBB2A
Neurons	TUBB3
Neurons	TUSC3
Neurons	UBAP1L
Neurons	UBE2QL1
Neurons	UBE2V2
Neurons	UBE3A
Neurons	UCHL1
Neurons	UMAD1
Neurons	UNC13A
Neurons	UNC5A
Neurons	UNC5D
Neurons	UNC79
Neurons	UNC80
Neurons	USP11
Neurons	USP13
Neurons	USP14
Neurons	USP29
Neurons	VAMP2
Neurons	VASH2
Neurons	VDAC1
Neurons	VGF
Neurons	VIP
Neurons	VMN2R1
Neurons	VSNL1
Neurons	VSTM2A
Neurons	VSTM2L
Neurons	VWC2
Neurons	VWC2L
Neurons	WASF1
Neurons	WBSCR17
Neurons	WDR17
Neurons	WDR31
Neurons	WDR47
Neurons	WIF1
Neurons	WIPF3
Neurons	WNT2
Neurons	WNT5A
Neurons	WSCD2
Neurons	XKR4
Neurons	XKR7
Neurons	YBX2
Neurons	YPEL1
Neurons	YPEL4
Neurons	YWHAG
Neurons	YWHAH
Neurons	ZBTB16
Neurons	ZC2HC1A
Neurons	ZCCHC12
Neurons	ZDBF2
Neurons	ZDHHC2
Neurons	ZFP57
Neurons	ZFP667
Neurons	ZFP92
Neurons	ZMAT4
Neurons	ZNF23
Neurons	ZNF385B
Neurons	ZNF483
Neurons	ZNF536
Neurons	ZNF711
Neurons	ZNF804A
Neurons	ZNF804B
Neurons	ZNF821
Neurons	ZWINT
Oligodendrocytes	1110007C09RIK
Oligodendrocytes	1110057K04RIK
Oligodendrocytes	1500004A13RIK
Oligodendrocytes	1500011B03RIK
Oligodendrocytes	1500015L24RIK
Oligodendrocytes	1700021K19RIK
Oligodendrocytes	1700047M11RIK
Oligodendrocytes	1700063D05RIK
Oligodendrocytes	1810044D09RIK
Oligodendrocytes	1810058I24RIK
Oligodendrocytes	2210411M09RIK
Oligodendrocytes	2600006K01RIK
Oligodendrocytes	2610012C04RIK
Oligodendrocytes	2610035D17RIK
Oligodendrocytes	2610306M01RIK
Oligodendrocytes	2700046A07RIK
Oligodendrocytes	2810410L24RIK
Oligodendrocytes	2810468N07RIK
Oligodendrocytes	3110045C21RIK
Oligodendrocytes	4930461C15RIK
Oligodendrocytes	4930506C21RIK
Oligodendrocytes	4930506M07RIK
Oligodendrocytes	4932435O22RIK
Oligodendrocytes	4933413G19RIK
Oligodendrocytes	4933427G17RIK
Oligodendrocytes	4933428G20RIK
Oligodendrocytes	4933431E20RIK
Oligodendrocytes	5330413P13RIK
Oligodendrocytes	5330426P16RIK
Oligodendrocytes	5430435G22RIK
Oligodendrocytes	6330562C20RIK
Oligodendrocytes	7530428D23RIK
Oligodendrocytes	7630403G23RIK
Oligodendrocytes	8430419L09RIK
Oligodendrocytes	9130019P16RIK
Oligodendrocytes	9530059O14RIK
Oligodendrocytes	A230009B12RIK
Oligodendrocytes	A230056P14RIK
Oligodendrocytes	A330015K06RIK
Oligodendrocytes	A430035B10RIK
Oligodendrocytes	A630081D01RIK
Oligodendrocytes	AACS
Oligodendrocytes	AAMDC
Oligodendrocytes	AATK
Oligodendrocytes	ABCA2
Oligodendrocytes	ABCA6
Oligodendrocytes	ABCA8A
Oligodendrocytes	ABCB10
Oligodendrocytes	ABCB8
Oligodendrocytes	ABCG1
Oligodendrocytes	ABHD17B
Oligodendrocytes	ABHD3
Oligodendrocytes	ABHD4
Oligodendrocytes	ABHD5
Oligodendrocytes	ABLIM2
Oligodendrocytes	ABTB2
Oligodendrocytes	ACACA
Oligodendrocytes	ACAT2
Oligodendrocytes	ACLY
Oligodendrocytes	ACOT7
Oligodendrocytes	ACSL1
Oligodendrocytes	ACSS2
Oligodendrocytes	ACTR1A
Oligodendrocytes	ACY1
Oligodendrocytes	ACY3
Oligodendrocytes	ADAM19
Oligodendrocytes	ADAM22
Oligodendrocytes	ADAM9
Oligodendrocytes	ADAMTS2
Oligodendrocytes	ADAMTS20
Oligodendrocytes	ADAMTS4
Oligodendrocytes	ADAMTSL1
Oligodendrocytes	ADAMTSL4
Oligodendrocytes	ADAP1
Oligodendrocytes	ADCY5
Oligodendrocytes	ADD1
Oligodendrocytes	ADH5
Oligodendrocytes	ADI1
Oligodendrocytes	ADIPOR2
Oligodendrocytes	ADO
Oligodendrocytes	ADORA1
Oligodendrocytes	ADRA1D
Oligodendrocytes	ADSSL1
Oligodendrocytes	AGAP1
Oligodendrocytes	AGPAT4
Oligodendrocytes	AHRR
Oligodendrocytes	AIF1L
Oligodendrocytes	AIG1
Oligodendrocytes	AKTIP
Oligodendrocytes	ALDH1L2
Oligodendrocytes	ALDH3A2
Oligodendrocytes	ALDH3B1
Oligodendrocytes	ALOX5
Oligodendrocytes	AMPH
Oligodendrocytes	ANAPC11
Oligodendrocytes	ANGPT4
Oligodendrocytes	ANK3
Oligodendrocytes	ANKH
Oligodendrocytes	ANKIB1
Oligodendrocytes	ANKRD28
Oligodendrocytes	ANKRD39
Oligodendrocytes	ANKRD49
Oligodendrocytes	ANKS1B
Oligodendrocytes	ANKUB1
Oligodendrocytes	ANLN
Oligodendrocytes	ANO4
Oligodendrocytes	AP5Z1
Oligodendrocytes	APBB1
Oligodendrocytes	APLN
Oligodendrocytes	APLP1
Oligodendrocytes	APOD
Oligodendrocytes	APP
Oligodendrocytes	ARC
Oligodendrocytes	ARFGAP3
Oligodendrocytes	ARHGAP23
Oligodendrocytes	ARHGEF10
Oligodendrocytes	ARHGEF28
Oligodendrocytes	ARHGEF37
Oligodendrocytes	ARL2
Oligodendrocytes	ARNT2
Oligodendrocytes	ARPC1A
Oligodendrocytes	ARPC1B
Oligodendrocytes	ARRDC3
Oligodendrocytes	ARSG
Oligodendrocytes	ASB1
Oligodendrocytes	ASPA
Oligodendrocytes	ASRGL1
Oligodendrocytes	ATAT1
Oligodendrocytes	ATG4C
Oligodendrocytes	ATP10B
Oligodendrocytes	ATP11A
Oligodendrocytes	ATP8A1
Oligodendrocytes	ATP8B1
Oligodendrocytes	ATP9A
Oligodendrocytes	ATRN
Oligodendrocytes	B230206H07RIK
Oligodendrocytes	B230344G16RIK
Oligodendrocytes	B3GALT5
Oligodendrocytes	B3GAT1
Oligodendrocytes	B3GNT9
Oligodendrocytes	B3GNTL1
Oligodendrocytes	BACE1
Oligodendrocytes	BACE2
Oligodendrocytes	BANF2OS
Oligodendrocytes	BARX2
Oligodendrocytes	BCAR1
Oligodendrocytes	BCAS1
Oligodendrocytes	BCAS1OS1
Oligodendrocytes	BCAS1OS2
Oligodendrocytes	BCAS3
Oligodendrocytes	BCAT1
Oligodendrocytes	BCHE
Oligodendrocytes	BCL2L2
Oligodendrocytes	BET1
Oligodendrocytes	BFSP2
Oligodendrocytes	BIN1
Oligodendrocytes	BIRC2
Oligodendrocytes	BMP4
Oligodendrocytes	BPGM
Oligodendrocytes	BPNT1
Oligodendrocytes	BRCA1
Oligodendrocytes	BTBD16
Oligodendrocytes	C10ORF90
Oligodendrocytes	C11ORF1
Oligodendrocytes	C11ORF74
Oligodendrocytes	C12ORF66
Oligodendrocytes	C14ORF1
Oligodendrocytes	C14ORF37
Oligodendrocytes	C17ORF98
Oligodendrocytes	C18ORF32
Oligodendrocytes	C1ORF116
Oligodendrocytes	C1ORF122
Oligodendrocytes	C20ORF194
Oligodendrocytes	C21ORF91
Oligodendrocytes	C2ORF54
Oligodendrocytes	C2ORF69
Oligodendrocytes	C3ORF58
Oligodendrocytes	C4ORF3
Oligodendrocytes	C5ORF30
Oligodendrocytes	CA14
Oligodendrocytes	CA2
Oligodendrocytes	CACNA2D4
Oligodendrocytes	CACNB4
Oligodendrocytes	CACNG7
Oligodendrocytes	CADM4
Oligodendrocytes	CAPN10
Oligodendrocytes	CAPN5
Oligodendrocytes	CARHSP1
Oligodendrocytes	CARNS1
Oligodendrocytes	CASQ1
Oligodendrocytes	CASR
Oligodendrocytes	CC2D1B
Oligodendrocytes	CCDC13
Oligodendrocytes	CCDC89
Oligodendrocytes	CCNDBP1
Oligodendrocytes	CCNYL1
Oligodendrocytes	CCP110
Oligodendrocytes	CD59
Oligodendrocytes	CD81
Oligodendrocytes	CD82
Oligodendrocytes	CD9
Oligodendrocytes	CDC37L1
Oligodendrocytes	CDC42EP1
Oligodendrocytes	CDC42EP2
Oligodendrocytes	CDC42SE2
Oligodendrocytes	CDH19
Oligodendrocytes	CDH20
Oligodendrocytes	CDK18
Oligodendrocytes	CDK19
Oligodendrocytes	CDK5
Oligodendrocytes	CDR2L
Oligodendrocytes	CELA1
Oligodendrocytes	CEP72
Oligodendrocytes	CEP97
Oligodendrocytes	CERCAM
Oligodendrocytes	CERS2
Oligodendrocytes	CFL2
Oligodendrocytes	CH36-12I15.2
Oligodendrocytes	CH36-12I15.3
Oligodendrocytes	CHDH
Oligodendrocytes	CHFR
Oligodendrocytes	CHMP7
Oligodendrocytes	CHN2
Oligodendrocytes	CHRNE
Oligodendrocytes	CHST3
Oligodendrocytes	CHST6
Oligodendrocytes	CHST8
Oligodendrocytes	CISD1
Oligodendrocytes	CLDN11
Oligodendrocytes	CLDN14
Oligodendrocytes	CLDND1
Oligodendrocytes	CLIC4
Oligodendrocytes	CLIP3
Oligodendrocytes	CLMN
Oligodendrocytes	CLN8
Oligodendrocytes	CMTM5
Oligodendrocytes	CNKSR3
Oligodendrocytes	CNP
Oligodendrocytes	CNTN1
Oligodendrocytes	CNTN2
Oligodendrocytes	COL11A2
Oligodendrocytes	COL20A1
Oligodendrocytes	COL6A2
Oligodendrocytes	COL9A3
Oligodendrocytes	COMMD5
Oligodendrocytes	CORO7
Oligodendrocytes	CPD
Oligodendrocytes	CPEB2
Oligodendrocytes	CPM
Oligodendrocytes	CPOX
Oligodendrocytes	CREB5
Oligodendrocytes	CRTAC1
Oligodendrocytes	CRYAB
Oligodendrocytes	CSRP1
Oligodendrocytes	CTNNA3
Oligodendrocytes	CTNNAL1
Oligodendrocytes	CTPS1
Oligodendrocytes	CTR9
Oligodendrocytes	CTSK
Oligodendrocytes	CUX2
Oligodendrocytes	CYB5D2
Oligodendrocytes	CYP20A1
Oligodendrocytes	CYP27A1
Oligodendrocytes	CYP2J2
Oligodendrocytes	CYP3A4
Oligodendrocytes	CYP51
Oligodendrocytes	CYSTM1
Oligodendrocytes	CYTH1
Oligodendrocytes	DAAM1
Oligodendrocytes	DAAM2
Oligodendrocytes	DACT3
Oligodendrocytes	DAPK2
Oligodendrocytes	DBI
Oligodendrocytes	DBIL5
Oligodendrocytes	DBNDD2
Oligodendrocytes	DCAF17
Oligodendrocytes	DCPS
Oligodendrocytes	DCT
Oligodendrocytes	DDC
